Source,Target,Import,Export
Malaysia,"Other Asia, nes",18150.48,9784.22
Malaysia,Thailand,10999.68,12646.13
Malaysia,Indonesia,13487.96,9465.14
Malaysia,"Hong Kong, China",4254.24,18494.04
Malaysia,"Korea, Rep.",12073.75,9087.3
Malaysia,India,5920.42,10905.26
Malaysia,Vietnam,5735.38,10982.1
Malaysia,Australia,5444.83,8482.35
Malaysia,Germany,6152.12,6868.19
Malaysia,Netherlands,1167.57,7524.33
Malaysia,Philippines,2391.23,5459.82
Malaysia,United Arab Emirates,2823.69,2555.26
Malaysia,Saudi Arabia,3017.57,1220.39
Malaysia,United Kingdom,1784.43,2360.79
Malaysia,Turkey,686.63,3409.11
Malaysia,Brazil,2794.39,1035.69
Malaysia,Italy,1850.72,1724.22
Malaysia,Mexico,556.08,2797.18
Malaysia,Ireland,3039.67,261.72
Malaysia,France,1678.18,1394.98
Malaysia,Bangladesh,313.77,2258.67
Malaysia,Belgium,1025.86,1545.96
Malaysia,Canada,859.63,1534.26
Malaysia,Switzerland,1864.29,472.4
Malaysia,Russian Federation,1188.98,930.37
Malaysia,Brunei,544.67,1394.11
Malaysia,Pakistan,458.44,1446.69
Malaysia,Argentina,1661.89,199.46
Malaysia,New Zealand,752.99,1066.46
Malaysia,Spain,543.14,1133.98
Malaysia,South Africa,470.02,835.59
Malaysia,Nigeria,364.94,909.22
Malaysia,Kenya,29.06,1126.44
Malaysia,Costa Rica,185.39,938.91
Malaysia,Czech Republic,293.47,793.83
Malaysia,Oman,783.76,290.66
Malaysia,Ghana,465.53,570.2
Malaysia,Poland,268.81,742.58
Malaysia,Cote d'Ivoire,883.89,120.97
Malaysia,Sweden,535.48,467.65
Malaysia,Myanmar,282.1,654.0
Malaysia,"Egypt, Arab Rep.",222.52,688.27
Malaysia,Iraq,458.55,449.8
Malaysia,Sri Lanka,77.62,729.79
Malaysia,Austria,663.16,129.5
Malaysia,Hungary,186.2,543.91
Mexico,United States,221311.74,386086.72
Mexico,China,101020.78,9078.87
Mexico,Unspecified,3898.74,22905.04
Mexico,Germany,17214.36,7427.42
Mexico,Canada,11224.33,12895.26
Mexico,"Korea, Rep.",18963.16,3308.5
Mexico,Japan,17078.97,3977.21
Mexico,"Other Asia, nes",11776.69,7489.94
Mexico,Malaysia,12390.98,233.38
Mexico,Brazil,8718.42,3473.0
Mexico,Vietnam,8608.26,126.68
Mexico,Italy,6101.62,903.81
Mexico,Thailand,6491.41,294.73
Mexico,India,5918.28,675.26
Mexico,Spain,4580.05,1426.4
Mexico,France,4113.48,1313.97
Mexico,United Kingdom,2089.46,2991.73
Mexico,Colombia,1380.67,3365.58
Mexico,Netherlands,2607.08,2124.85
Mexico,Chile,2004.71,1932.22
Mexico,Philippines,3242.57,66.5
Mexico,Guatemala,620.02,2422.93
Mexico,Switzerland,1759.9,1212.81
Mexico,Russian Federation,2205.77,475.11
Mexico,Poland,2304.84,322.9
Mexico,Singapore,1938.72,646.96
Mexico,Belgium,1311.22,1226.67
Mexico,Ireland,1992.95,335.15
Mexico,Peru,627.75,1516.32
Mexico,Austria,1894.98,135.55
Mexico,Indonesia,1896.78,79.77
Mexico,Hungary,1468.64,415.08
Mexico,Argentina,910.47,877.91
Mexico,Costa Rica,812.68,958.08
Mexico,Nicaragua,774.06,941.28
Mexico,Czech Republic,1466.55,245.4
Mexico,El Salvador,287.79,1394.25
Mexico,Honduras,564.77,997.01
Mexico,Turkey,1242.54,269.78
Mexico,Panama,27.58,1328.19
Mexico,Australia,317.05,974.38
Mexico,"Hong Kong, China",463.25,814.16
Mexico,Sweden,1055.18,54.5
Mexico,Israel,783.78,233.0
Mexico,Denmark,843.65,137.97
Mexico,Dominican Republic,202.22,691.52
Mexico,United Arab Emirates,537.96,336.6
Mexico,South Africa,622.55,198.89
Mexico,Ecuador,149.76,585.32
Mexico,Finland,557.24,120.99
Morocco,Spain,9229.66,7866.41
Morocco,France,6190.09,7517.4
Morocco,China,6871.7,362.53
Morocco,United States,3746.28,1103.46
Morocco,Italy,2972.4,1560.07
Morocco,Turkey,3382.46,800.19
Morocco,Germany,2574.98,1075.2
Morocco,Brazil,849.03,2029.67
Morocco,India,1070.27,1807.05
Morocco,Russian Federation,2015.89,188.54
Morocco,Portugal,1639.16,512.59
Morocco,United Kingdom,727.7,1197.29
Morocco,Saudi Arabia,1815.29,85.45
Morocco,Netherlands,906.2,926.8
Morocco,Belgium,1055.94,552.81
Morocco,United Arab Emirates,1023.42,132.13
Morocco,Argentina,828.29,302.88
Morocco,Poland,691.81,351.83
Morocco,Romania,758.79,251.96
Morocco,"Egypt, Arab Rep.",819.68,83.09
Morocco,Canada,572.38,216.37
Morocco,Algeria,649.31,114.86
Morocco,Czech Republic,516.96,156.62
Morocco,Ukraine,578.59,84.46
Morocco,Bangladesh,62.81,585.7
Morocco,Japan,434.11,194.45
Morocco,Pakistan,43.06,545.72
Morocco,Switzerland,317.27,271.36
Morocco,Unspecified,91.47,461.07
Morocco,Austria,287.52,193.76
Morocco,Sweden,345.12,130.83
Morocco,"Korea, Rep.",416.73,57.84
Morocco,Mexico,161.02,305.86
Morocco,Tunisia,253.66,144.18
Morocco,Cote d'Ivoire,27.01,358.51
Morocco,Hungary,295.63,69.26
Morocco,Vietnam,333.89,11.53
Morocco,Senegal,15.68,311.11
Morocco,Slovak Republic,246.48,69.27
Morocco,Singapore,148.7,155.65
Morocco,Australia,34.76,256.93
Morocco,Trinidad and Tobago,283.58,3.94
Morocco,Ireland,169.82,95.71
Morocco,Mauritania,0.42,262.03
Morocco,Greece,174.76,86.83
Morocco,Djibouti,0.0,257.35
Morocco,Bulgaria,187.68,60.0
Morocco,Kazakhstan,215.85,0.14
Morocco,Denmark,134.85,77.19
Morocco,Finland,182.1,29.27
Mozambique,South Africa,2252.49,855.24
Mozambique,India,739.75,803.16
Mozambique,China,946.36,489.43
Mozambique,United Arab Emirates,716.75,73.18
Mozambique,Singapore,532.43,150.54
Mozambique,Netherlands,54.7,561.58
Mozambique,United Kingdom,147.3,372.26
Mozambique,United States,240.86,102.34
Mozambique,Portugal,302.88,27.0
Mozambique,Japan,230.3,91.7
Mozambique,Malaysia,250.25,35.65
Mozambique,"Korea, Rep.",45.36,193.3
Mozambique,Zimbabwe,26.37,211.11
Mozambique,France,205.93,13.85
Mozambique,Italy,68.65,134.88
Mozambique,"Hong Kong, China",82.33,74.85
Mozambique,Pakistan,105.71,43.46
Mozambique,Thailand,105.56,40.86
Mozambique,Spain,36.16,105.63
Mozambique,Poland,32.56,100.21
Mozambique,Belgium,50.49,80.06
Mozambique,Vietnam,71.41,45.58
Mozambique,Saudi Arabia,99.11,2.44
Mozambique,Australia,94.47,0.9
Mozambique,Canada,55.08,38.08
Mozambique,Argentina,92.0,0.0
Mozambique,Germany,67.26,23.84
Mozambique,Turkey,76.9,10.75
Mozambique,Eswatini,56.78,25.27
Mozambique,Malawi,33.26,46.23
Mozambique,Zambia,24.61,53.77
Mozambique,Bahrain,56.84,21.43
Mozambique,Oman,75.28,2.19
Mozambique,Indonesia,70.76,4.37
Mozambique,Russian Federation,52.52,13.24
Mozambique,Mauritius,39.5,21.12
Mozambique,Switzerland,21.78,37.14
Mozambique,Namibia,54.45,0.17
Mozambique,Tanzania,48.51,4.25
Mozambique,Norway,42.98,0.15
Mozambique,Kuwait,35.12,4.13
Mozambique,Kenya,11.35,27.08
Mozambique,Brazil,32.32,1.31
Mozambique,Croatia,0.33,31.81
Mozambique,Slovenia,0.25,29.97
Mozambique,Mexico,9.5,19.48
Mozambique,Denmark,20.04,1.11
Mozambique,Ukraine,14.26,5.42
Mozambique,Luxembourg,14.36,5.11
Mozambique,Togo,0.01,16.52
Nepal,India,9583.63,1333.73
Nepal,China,2383.29,8.41
Nepal,Argentina,451.69,0.02
Nepal,United States,297.84,132.61
Nepal,United Arab Emirates,415.53,3.45
Nepal,Indonesia,366.1,0.24
Nepal,Australia,227.98,9.4
Nepal,Ukraine,198.27,0.02
Nepal,Malaysia,138.26,0.83
Nepal,"Korea, Rep.",134.24,2.01
Nepal,Bangladesh,128.8,5.94
Nepal,Turkey,98.23,21.68
Nepal,Canada,107.09,8.01
Nepal,Thailand,96.75,0.84
Nepal,Germany,55.26,29.86
Nepal,Vietnam,77.55,1.21
Nepal,Saudi Arabia,75.24,0.0
Nepal,Switzerland,70.91,3.73
Nepal,South Africa,72.97,0.33
Nepal,Japan,58.97,7.78
Nepal,Brazil,62.89,0.43
Nepal,France,45.28,12.55
Nepal,Singapore,54.67,1.25
Nepal,United Kingdom,30.34,23.54
Nepal,Russian Federation,48.99,1.74
Nepal,"Hong Kong, China",46.1,3.05
Nepal,Netherlands,38.58,5.63
Nepal,Myanmar,40.51,0.41
Nepal,"Other Asia, nes",36.7,1.19
Nepal,Belgium,32.75,3.24
Nepal,Italy,22.04,8.02
Nepal,Oman,19.0,0.0
Nepal,Bhutan,12.35,6.5
Nepal,Israel,16.73,0.13
Nepal,"Egypt, Arab Rep.",14.66,0.05
Nepal,New Zealand,12.93,1.26
Nepal,Denmark,6.57,5.21
Nepal,Spain,8.33,1.73
Nepal,Poland,9.07,0.91
Nepal,Qatar,7.73,0.58
Nepal,Ireland,7.31,0.94
Nepal,Czech Republic,6.44,1.4
Nepal,Bahrain,7.53,0.05
Nepal,Sri Lanka,6.44,0.74
Nepal,Pakistan,5.42,1.13
Nepal,Austria,4.02,2.12
Nepal,Lithuania,5.47,0.31
Nepal,Philippines,5.39,0.16
Nepal,Mexico,4.85,0.19
Nepal,Finland,4.43,0.51
Netherlands,Germany,108104.45,160431.58
Netherlands,Belgium,61614.52,74138.08
Netherlands,United States,47590.03,33382.28
Netherlands,China,63542.65,16690.57
Netherlands,France,22031.37,56096.61
Netherlands,United Kingdom,31334.75,45084.22
Netherlands,Italy,17271.71,30115.91
Netherlands,Poland,12960.81,21760.05
Netherlands,Spain,12656.81,21805.48
Netherlands,Russian Federation,21904.16,7826.0
Netherlands,Norway,17862.49,6018.47
Netherlands,Sweden,9668.27,14203.37
Netherlands,Ireland,11839.8,7229.76
Netherlands,"Other Asia, nes",7120.34,11523.72
Netherlands,Czech Republic,6755.31,10680.65
Netherlands,"Korea, Rep.",6305.84,10191.6
Netherlands,Denmark,6366.95,9367.21
Netherlands,Switzerland,5128.88,10255.78
Netherlands,Japan,9394.92,5076.66
Netherlands,Austria,3994.08,8685.71
Netherlands,Turkey,5260.13,7407.76
Netherlands,Finland,5359.62,6494.42
Netherlands,Unspecified,4895.58,5387.75
Netherlands,Brazil,6335.81,3495.68
Netherlands,Hungary,4142.41,5515.2
Netherlands,Malaysia,8013.01,1195.78
Netherlands,Singapore,5045.51,3688.97
Netherlands,Vietnam,7300.8,1129.84
Netherlands,"Hong Kong, China",6142.78,2238.43
Netherlands,India,5284.69,2849.6
Netherlands,Nigeria,2892.84,4514.32
Netherlands,Portugal,2834.6,4572.27
Netherlands,Canada,2898.44,4383.87
Netherlands,Australia,2093.04,4035.98
Netherlands,Saudi Arabia,2639.08,3362.19
Netherlands,Romania,2197.88,3716.97
Netherlands,Bunkers,15.28,5798.96
Netherlands,Thailand,4355.06,1237.21
Netherlands,Cayman Islands,1934.33,3324.86
Netherlands,Mexico,1731.99,3159.76
Netherlands,Indonesia,3809.4,1021.76
Netherlands,South Africa,2072.84,2675.05
Netherlands,United Arab Emirates,1405.76,3240.08
Netherlands,Israel,1699.87,2565.9
Netherlands,Greece,987.15,3212.06
Netherlands,Lithuania,2148.46,1873.5
Netherlands,Ukraine,2420.56,1472.54
Netherlands,Argentina,2607.45,1176.08
Netherlands,Slovak Republic,1565.14,2116.79
Netherlands,Luxembourg,1416.62,1855.01
New Zealand,China,11774.05,13932.47
New Zealand,Australia,5544.21,5558.26
New Zealand,United States,4257.55,4717.26
New Zealand,Japan,3122.59,2499.37
New Zealand,"Korea, Rep.",2168.31,1394.39
New Zealand,Thailand,2242.41,768.18
New Zealand,Germany,2410.2,572.81
New Zealand,United Arab Emirates,1809.06,612.16
New Zealand,United Kingdom,1151.99,988.31
New Zealand,Malaysia,1289.93,725.25
New Zealand,Singapore,1168.94,804.42
New Zealand,"Other Asia, nes",819.41,965.6
New Zealand,Indonesia,825.57,918.36
New Zealand,Vietnam,913.61,596.38
New Zealand,Italy,1121.03,170.98
New Zealand,France,934.21,309.26
New Zealand,Netherlands,467.42,560.61
New Zealand,India,703.12,319.98
New Zealand,Canada,486.15,510.03
New Zealand,"Hong Kong, China",80.81,771.1
New Zealand,Belgium,560.99,133.94
New Zealand,Saudi Arabia,207.27,452.51
New Zealand,Mexico,354.12,268.37
New Zealand,Philippines,111.99,483.19
New Zealand,Spain,352.74,102.27
New Zealand,Bangladesh,136.28,303.52
New Zealand,Switzerland,342.83,91.19
New Zealand,Sweden,291.55,51.09
New Zealand,Fiji,55.14,272.47
New Zealand,Poland,235.02,76.66
New Zealand,Sri Lanka,46.27,257.5
New Zealand,Austria,267.29,24.03
New Zealand,Denmark,192.11,82.62
New Zealand,Russian Federation,69.88,170.36
New Zealand,"Egypt, Arab Rep.",12.48,223.44
New Zealand,Algeria,33.72,195.4
New Zealand,Ireland,167.56,59.52
New Zealand,Brazil,154.79,69.24
New Zealand,South Africa,97.23,126.45
New Zealand,Chile,74.42,142.13
New Zealand,Argentina,192.88,20.44
New Zealand,Turkey,175.64,23.7
New Zealand,Czech Republic,173.01,21.35
New Zealand,Nigeria,0.06,166.68
New Zealand,Finland,134.78,10.09
New Zealand,Papua New Guinea,12.37,121.09
New Zealand,Israel,110.45,17.19
New Zealand,French Polynesia,1.67,124.17
New Zealand,Hungary,113.8,3.09
New Zealand,Pakistan,65.32,45.88
Norway,Germany,10975.63,35548.04
Norway,United Kingdom,4596.13,37878.59
Norway,Sweden,11114.97,12600.42
Norway,China,13121.71,9652.12
Norway,Netherlands,3571.68,12844.24
Norway,France,2840.35,13160.33
Norway,Belgium,1872.27,10744.86
Norway,United States,6275.9,4427.7
Norway,Denmark,4589.53,4736.76
Norway,Poland,3364.08,3383.84
Norway,Italy,2958.79,2147.29
Norway,Spain,2327.93,2555.83
Norway,Finland,2079.96,1777.08
Norway,Canada,2781.36,978.59
Norway,"Korea, Rep.",1022.75,2527.07
Norway,Turkey,1359.7,1648.97
Norway,Russian Federation,2549.74,446.29
Norway,Japan,1763.84,1101.77
Norway,Brazil,1567.95,720.41
Norway,India,753.74,1382.58
Norway,Lithuania,1234.29,621.78
Norway,Czech Republic,1278.16,290.13
Norway,Ireland,660.6,857.49
Norway,Switzerland,980.37,422.52
Norway,Nigeria,22.19,1311.85
Norway,Thailand,819.69,430.27
Norway,Vietnam,962.05,282.8
Norway,Austria,788.65,396.05
Norway,Portugal,436.18,632.97
Norway,"Other Asia, nes",679.82,334.08
Norway,Singapore,537.64,423.96
Norway,Iceland,211.67,734.86
Norway,Mexico,736.64,199.89
Norway,Estonia,703.29,210.14
Norway,Greece,115.77,787.82
Norway,Romania,533.89,129.73
Norway,Hungary,568.49,85.91
Norway,Latvia,440.71,207.78
Norway,Malaysia,411.83,175.95
Norway,Bermuda,0.04,569.55
Norway,Australia,237.55,296.23
Norway,Slovak Republic,387.89,76.99
Norway,Indonesia,240.73,201.85
Norway,"Hong Kong, China",152.35,267.92
Norway,South Africa,337.49,81.74
Norway,Belarus,275.6,138.3
Norway,Ukraine,77.05,319.18
Norway,Israel,137.09,241.09
Norway,Chile,239.33,134.74
Norway,Bangladesh,353.22,16.48
Oman,United Arab Emirates,11022.88,3843.46
Oman,India,2034.14,1326.42
Oman,Saudi Arabia,1459.93,1728.64
Oman,China,2164.59,1022.94
Oman,Qatar,1989.45,993.35
Oman,United States,715.65,1702.17
Oman,Brazil,1506.13,297.17
Oman,Japan,1232.11,35.62
Oman,Yemen,172.39,780.97
Oman,Bahrain,724.06,116.92
Oman,Turkey,481.2,326.12
Oman,Singapore,291.61,428.27
Oman,Thailand,534.89,183.42
Oman,"Iran, Islamic Rep.",256.85,404.63
Oman,Kuwait,299.0,321.51
Oman,"Egypt, Arab Rep.",156.64,411.69
Oman,Malaysia,396.07,163.96
Oman,Pakistan,387.19,156.39
Oman,Germany,449.9,74.92
Oman,"Korea, Rep.",276.27,233.7
Oman,Netherlands,262.81,227.92
Oman,Australia,355.48,133.22
Oman,Belgium,362.44,112.65
Oman,Somalia,186.93,263.6
Oman,Italy,360.63,65.28
Oman,Indonesia,239.04,171.09
Oman,United Kingdom,249.53,159.81
Oman,South Africa,58.03,309.13
Oman,Iraq,211.57,119.06
Oman,"Other Asia, nes",148.12,144.43
Oman,Russian Federation,271.48,8.57
Oman,Spain,173.04,76.37
Oman,France,152.13,73.94
Oman,Luxembourg,222.09,0.01
Oman,Vietnam,37.96,148.97
Oman,"Hong Kong, China",18.21,152.28
Oman,Jordan,92.09,68.78
Oman,Ukraine,131.33,14.21
Oman,Argentina,91.45,51.55
Oman,Tanzania,24.77,104.51
Oman,Algeria,1.15,118.58
Oman,Kenya,18.0,92.91
Oman,Denmark,105.97,3.14
Oman,Maldives,3.12,105.19
Oman,Bangladesh,11.51,93.02
Oman,Canada,48.91,54.8
Oman,Slovenia,78.38,13.32
Oman,Sri Lanka,40.76,49.59
Oman,Lebanon,63.71,12.32
Oman,Free Zones,28.06,45.07
Panama,United States,3395.26,151.33
Panama,Free Zones,3051.96,62.65
Panama,China,1578.19,1199.25
Panama,Japan,237.62,497.32
Panama,Mexico,649.68,35.31
Panama,Spain,275.2,328.22
Panama,Costa Rica,536.73,41.07
Panama,"Korea, Rep.",155.57,386.71
Panama,Colombia,426.7,16.0
Panama,Germany,213.84,183.79
Panama,Brazil,229.16,90.24
Panama,India,126.96,191.55
Panama,Guatemala,273.79,19.95
Panama,Netherlands,59.38,134.75
Panama,Argentina,164.58,0.01
Panama,Italy,149.27,10.71
Panama,El Salvador,121.69,11.46
Panama,Canada,82.94,49.72
Panama,Thailand,99.72,32.44
Panama,Turkey,125.17,3.92
Panama,France,123.43,2.67
Panama,Bulgaria,1.77,117.09
Panama,Chile,107.21,3.28
Panama,Peru,98.77,1.04
Panama,"Other Asia, nes",56.86,39.81
Panama,United Kingdom,59.36,27.34
Panama,Belgium,64.07,4.22
Panama,Ecuador,59.35,8.48
Panama,Switzerland,48.73,11.51
Panama,Honduras,42.27,13.47
Panama,Denmark,44.49,10.93
Panama,Russian Federation,49.89,2.29
Panama,Vietnam,48.04,3.93
Panama,Indonesia,50.53,0.01
Panama,Sweden,42.75,0.09
Panama,Nicaragua,22.5,17.05
Panama,Dominican Republic,34.76,3.36
Panama,Ireland,35.49,0.01
Panama,"Hong Kong, China",31.59,3.71
Panama,Trinidad and Tobago,30.3,2.54
Panama,Australia,29.09,1.05
Panama,New Zealand,25.54,0.61
Panama,Poland,26.13,0.0
Panama,South Africa,24.52,0.54
Panama,Malaysia,23.82,0.75
Panama,Philippines,1.38,21.45
Panama,Uruguay,18.75,0.22
Panama,Portugal,17.64,0.99
Panama,Austria,18.52,0.0
Panama,Singapore,17.85,0.31
Peru,China,14611.64,17994.76
Peru,United States,9562.26,7192.89
Peru,Brazil,3430.91,1068.31
Peru,Japan,1024.39,2780.24
Peru,"Korea, Rep.",971.92,2799.18
Peru,Canada,980.96,2740.34
Peru,India,1111.31,2509.16
Peru,Chile,1318.31,1710.96
Peru,Argentina,2313.8,163.17
Peru,Mexico,1891.3,555.46
Peru,Spain,861.92,1482.1
Peru,Germany,1186.65,1088.74
Peru,Netherlands,238.93,1891.7
Peru,Switzerland,134.0,1934.65
Peru,Colombia,1193.52,853.19
Peru,Bolivia,925.43,699.82
Peru,Ecuador,686.74,927.31
Peru,United Kingdom,235.66,1298.38
Peru,Italy,750.17,655.37
Peru,United Arab Emirates,106.19,816.06
Peru,Vietnam,838.74,67.25
Peru,Russian Federation,642.43,192.38
Peru,Belgium,243.28,570.2
Peru,Turkey,630.84,50.1
Peru,"Other Asia, nes",407.1,268.53
Peru,Thailand,497.34,120.86
Peru,Panama,56.07,553.33
Peru,France,325.75,234.42
Peru,Indonesia,408.74,71.55
Peru,Malaysia,276.12,98.63
Peru,"Hong Kong, China",21.13,329.31
Peru,Sweden,257.89,85.97
Peru,Poland,119.27,178.9
Peru,Philippines,57.8,227.93
Peru,Nigeria,273.09,11.96
Peru,Australia,154.72,124.56
Peru,Bulgaria,11.8,247.59
Peru,Unspecified,51.33,177.68
Peru,Paraguay,207.26,16.67
Peru,Saudi Arabia,178.53,9.79
Peru,Denmark,84.3,95.8
Peru,Costa Rica,101.19,71.42
Peru,Uruguay,140.67,30.79
Peru,Finland,94.7,68.99
Peru,Ukraine,153.09,8.46
Peru,Guatemala,54.01,106.03
Peru,Dominican Republic,13.71,121.59
Peru,Singapore,94.28,33.46
Peru,Namibia,0.01,127.23
Peru,South Africa,41.55,81.12
Poland,Germany,70635.85,91052.4
Poland,China,49662.97,3320.1
Poland,Italy,16740.65,14089.02
Poland,Czech Republic,10725.39,19029.9
Poland,France,11240.22,18108.96
Poland,Russian Federation,20114.28,8789.39
Poland,Netherlands,13714.26,13801.3
Poland,United Kingdom,5401.03,16137.56
Poland,United States,10371.6,8682.72
Poland,Belgium,7036.83,8015.42
Poland,Spain,7258.3,7776.77
Poland,Slovak Republic,6342.91,8085.89
Poland,Sweden,5538.26,8754.66
Poland,Hungary,5098.01,7993.46
Poland,Austria,5349.17,7223.34
Poland,Ukraine,5041.75,7054.56
Poland,Romania,3225.11,6401.92
Poland,Turkey,6157.2,2929.41
Poland,"Korea, Rep.",7651.28,863.66
Poland,Denmark,3285.25,5168.61
Poland,Lithuania,2352.53,5311.79
Poland,Norway,3307.96,3266.67
Poland,Japan,5076.93,830.17
Poland,Switzerland,2317.88,3209.61
Poland,Finland,2387.18,2606.37
Poland,Vietnam,4073.7,480.37
Poland,India,3176.54,1089.43
Poland,Unspecified,1636.08,2111.06
Poland,Belarus,1683.67,1946.16
Poland,Saudi Arabia,2524.62,882.88
Poland,Ireland,1756.9,1607.99
Poland,Portugal,1144.39,1895.85
Poland,Bangladesh,2945.57,72.72
Poland,Mexico,822.61,1844.8
Poland,Slovenia,1191.7,1469.52
Poland,Latvia,624.33,2015.43
Poland,Bulgaria,943.82,1639.03
Poland,"Other Asia, nes",2405.09,167.54
Poland,Brazil,1669.13,627.18
Poland,Greece,788.58,1362.63
Poland,Estonia,449.98,1642.83
Poland,"Serbia, FR(Serbia/Montenegro)",837.36,1187.35
Poland,Canada,591.5,1378.86
Poland,Malaysia,1632.92,236.18
Poland,Kazakhstan,957.74,789.43
Poland,Australia,555.09,1067.87
Poland,Croatia,298.15,1323.04
Poland,Thailand,1217.04,335.32
Poland,Morocco,869.02,611.47
Poland,Israel,415.99,967.1
Portugal,Spain,32288.59,20125.65
Portugal,Germany,12210.78,8292.67
Portugal,France,6593.86,9867.97
Portugal,Italy,5063.56,3408.38
Portugal,Netherlands,5245.02,2942.08
Portugal,United States,2368.07,4195.25
Portugal,China,4664.98,807.73
Portugal,United Kingdom,1173.68,3910.49
Portugal,Belgium,3054.59,1887.28
Portugal,Brazil,3014.6,836.28
Portugal,Poland,1786.76,1083.36
Portugal,Turkey,1391.67,733.45
Portugal,Sweden,994.81,894.51
Portugal,Nigeria,1681.7,49.24
Portugal,Russian Federation,1263.02,210.51
Portugal,Ireland,948.93,488.17
Portugal,Morocco,314.44,1026.54
Portugal,Czech Republic,689.26,561.18
Portugal,India,1071.32,168.47
Portugal,Angola,95.32,1125.53
Portugal,Switzerland,444.14,752.56
Portugal,Hungary,674.48,453.84
Portugal,Denmark,515.42,605.95
Portugal,Japan,712.13,351.59
Portugal,Austria,538.88,434.4
Portugal,Romania,390.06,519.26
Portugal,"Korea, Rep.",632.24,194.71
Portugal,Finland,273.44,511.97
Portugal,Slovak Republic,254.13,460.95
Portugal,"Other Asia, nes",556.11,158.41
Portugal,Azerbaijan,629.71,4.59
Portugal,Canada,213.11,415.83
Portugal,Vietnam,530.61,82.69
Portugal,Algeria,321.93,241.29
Portugal,Saudi Arabia,397.12,126.4
Portugal,Israel,98.56,411.1
Portugal,Gibraltar,0.05,483.83
Portugal,Mexico,79.07,381.9
Portugal,South Africa,198.6,259.66
Portugal,Norway,143.65,290.61
Portugal,Greece,199.92,234.17
Portugal,"Egypt, Arab Rep.",195.69,205.64
Portugal,Ukraine,350.75,42.14
Portugal,Cape Verde,9.88,355.01
Portugal,United Arab Emirates,185.03,171.6
Portugal,Singapore,208.56,129.35
Portugal,"Hong Kong, China",126.55,179.72
Portugal,Bulgaria,149.23,147.32
Portugal,Australia,32.84,259.68
Portugal,Thailand,253.95,36.79
Qatar,China,4550.06,13472.96
Qatar,India,1777.13,11196.94
Qatar,Japan,909.52,11843.72
Qatar,"Korea, Rep.",397.06,11191.93
Qatar,Singapore,523.78,5346.41
Qatar,United States,3312.15,1689.71
Qatar,United Kingdom,1581.46,2923.07
Qatar,Italy,1404.63,2452.32
Qatar,United Arab Emirates,61.87,3473.8
Qatar,Thailand,352.15,2716.19
Qatar,Germany,1617.59,1416.43
Qatar,Pakistan,170.76,2610.37
Qatar,"Other Asia, nes",131.03,2263.91
Qatar,Kuwait,225.5,1701.87
Qatar,Turkey,1093.45,757.49
Qatar,France,745.13,938.13
Qatar,Bangladesh,75.48,1422.17
Qatar,Unspecified,893.25,602.71
Qatar,Switzerland,1051.89,316.46
Qatar,Poland,198.61,1058.58
Qatar,Oman,610.3,614.72
Qatar,Spain,479.26,695.92
Qatar,Brazil,205.84,816.87
Qatar,Australia,527.65,431.77
Qatar,Indonesia,354.64,517.08
Qatar,Belgium,344.09,462.05
Qatar,Malaysia,301.85,336.56
Qatar,Netherlands,308.01,299.52
Qatar,Argentina,30.24,427.58
Qatar,Vietnam,229.68,179.65
Qatar,Sweden,343.07,10.22
Qatar,South Africa,101.43,238.25
Qatar,"Hong Kong, China",84.16,253.35
Qatar,Philippines,71.57,229.9
Qatar,Russian Federation,281.83,8.49
Qatar,Myanmar,12.96,273.63
Qatar,Greece,70.27,171.71
Qatar,Mexico,200.19,28.98
Qatar,"Iran, Islamic Rep.",175.37,32.18
Qatar,Morocco,60.86,140.38
Qatar,Lebanon,169.28,30.92
Qatar,Portugal,67.29,127.08
Qatar,Saudi Arabia,24.19,159.19
Qatar,Austria,146.6,30.2
Qatar,Ukraine,148.39,18.49
Qatar,Jordan,119.64,43.07
Qatar,Canada,152.31,7.47
Qatar,Czech Republic,142.16,13.34
Qatar,Iraq,31.13,113.93
Qatar,Ireland,122.33,20.37
Romania,Germany,23473.83,18153.09
Romania,Italy,10345.4,9233.13
Romania,Hungary,7991.18,5011.87
Romania,Poland,7270.51,3522.32
Romania,France,4901.95,5647.36
Romania,Turkey,5754.0,3103.65
Romania,Bulgaria,4951.21,3459.54
Romania,China,6378.6,1341.39
Romania,Netherlands,4619.16,3032.01
Romania,Russian Federation,5623.56,1210.18
Romania,Czech Republic,3325.26,2765.96
Romania,Austria,3706.52,2230.86
Romania,Spain,2927.0,2635.06
Romania,Belgium,2876.55,1878.48
Romania,Slovak Republic,2339.68,1885.71
Romania,United Kingdom,1226.64,2552.86
Romania,United States,1035.46,1851.39
Romania,Greece,1647.55,1047.44
Romania,Ukraine,1621.81,839.25
Romania,Moldova,878.18,1545.56
Romania,"Serbia, FR(Serbia/Montenegro)",1083.43,1219.31
Romania,Switzerland,1584.87,666.84
Romania,Slovenia,927.48,509.96
Romania,Sweden,602.44,738.89
Romania,"Egypt, Arab Rep.",289.71,918.81
Romania,Morocco,322.61,687.85
Romania,"Korea, Rep.",550.67,438.86
Romania,Portugal,494.14,423.24
Romania,Denmark,506.98,398.84
Romania,Israel,211.13,682.74
Romania,India,563.38,272.29
Romania,Japan,324.24,465.6
Romania,"Hong Kong, China",689.0,76.03
Romania,Ireland,558.02,196.41
